# LST, Quality Flags, Datetime
# 2009
-8000,44,200906270545
-8000,44,200906270600
1902,10014,200906270615
-8000,44,200906270630
-8000,44,200906270645
-8000,44,200906270700
-8000,44,200906270715
-8000,44,200906270730
-8000,44,200906270745
-8000,44,200906270800
-8000,44,200906270815
-8000,44,200906270830
-8000,44,200906270845
-8000,44,200906270900
-8000,44,200906270915
-8000,44,200906270930
2694,10014,200906270945
3012,10014,200906271000
3179,10014,200906271015
3107,10014,200906271030
-8000,44,200906271045
-8000,44,200906271100
-8000,44,200906271115
3440,10014,200906271130
3408,10014,200906271145
3265,10014,200906271200
3087,10014,200906271215
3016,10014,200906271230
3047,10014,200906271245
3155,10014,200906271300
-8000,44,200906271315
3036,10014,200906271330
3012,10014,200906271345
2900,10014,200906271400
-8000,44,200906271415
-8000,44,200906271430
-8000,44,200906271445
2966,10014,200906271500
2944,10014,200906271515
2878,10014,200906271530
2854,10014,200906271545
2727,10014,200906271600
-8000,44,200906271615
2717,10014,200906271630
2682,10014,200906271645
2464,10014,200906271700
2569,10014,200906271715
2415,10014,200906271730
2336,10014,200906271745
2217,10014,200906271800
2136,10014,200906271815
2052,10014,200906271830
2002,10014,200906271845
1991,10014,200906271900
1945,10014,200906271915
1956,10014,200906271930
2037,10014,200906271945
1906,10014,200906272000
1916,10014,200906272015
1846,10014,200906272030
1892,10014,200906272045
1786,10014,200906272100
1821,10014,200906272115
1855,10014,200906272130
1590,10014,200906272145
1765,10014,200906272200
1837,10014,200906272215
1795,10014,200906272230
1865,10014,200906272245
1756,10014,200906272300
1644,10014,200906272315
1815,10014,200906272330
1841,10014,200906272345
1767,10014,200906280000
1817,10014,200906280015
1710,10014,200906280030
1660,10014,200906280045
1745,10014,200906280100
1755,10014,200906280115
1710,10014,200906280130
1745,10014,200906280145
1696,10014,200906280200
1660,10014,200906280215
1685,10014,200906280230
1636,10014,200906280245
1694,10014,200906280300
1645,10014,200906280315
1645,10014,200906280330
1729,10014,200906280345
1729,10014,200906280400
1693,10014,200906280415
1924,10014,200906280430
1925,10014,200906280445
-8000,44,200906280500
-8000,44,200906280515
2128,10014,200906280530
2142,10014,200906280545
2464,10014,200906280600
2393,10014,200906280615
2520,10014,200906280630
2566,10014,200906280645
2672,10014,200906280700
2612,10014,200906280715
2753,10014,200906280730
2880,10014,200906280745
-8000,44,200906280800
-8000,44,200906280815
-8000,44,200906280830
-8000,60,200906280845
-8000,60,200906280900
-8000,60,200906280915
-8000,60,200906280930
-8000,60,200906280945
-8000,60,200906281000
-8000,60,200906281015
-8000,44,200906281030
-8000,44,200906281045
-8000,44,200906281100
-8000,44,200906281115
-8000,12,200906281130
-8000,44,200906281145
-8000,44,200906281200
-8000,44,200906281215
-8000,44,200906281230
-8000,44,200906281245
-8000,44,200906281300
-8000,44,200906281315
-8000,44,200906281330
-8000,60,200906281345
-8000,60,200906281400
-8000,44,200906281415
-8000,44,200906281430
-8000,60,200906281445
-8000,60,200906281500
-8000,60,200906281515
-8000,60,200906281530
-8000,60,200906281545
-8000,60,200906281600
-8000,60,200906281615
-8000,60,200906281630
-8000,60,200906281645
-8000,60,200906281700
-8000,44,200906281715
-8000,60,200906281730
-8000,60,200906281745
-8000,60,200906281800
-8000,60,200906281815
-8000,60,200906281830
-8000,44,200906281845
-8000,44,200906281900
1822,10014,200906281915
1885,10014,200906281930
-8000,44,200906281945
-8000,44,200906282000
1900,10014,200906282015
1850,10014,200906282030
1776,10014,200906282045
1811,10014,200906282100
1732,10014,200906282115
1756,10014,200906282130
1726,10014,200906282145
1584,10014,200906282200
1711,10014,200906282215
1756,10014,200906282230
1662,10014,200906282245
1662,10014,200906282300
1643,10014,200906282315
1349,10014,200906282330
1717,10014,200906282345
1611,10014,200906290000
1677,10014,200906290015
1558,10014,200906290030
-8000,44,200906290045
-8000,44,200906290100
-8000,44,200906290115
-8000,60,200906290130
-8000,44,200906290145
1446,10014,200906290200
-8000,60,200906290215
-8000,60,200906290230
-8000,60,200906290245
-8000,44,200906290300
1702,10014,200906290315
1692,10014,200906290330
-8000,12,200906290345
1762,10014,200906290400
1717,10014,200906290415
1856,10014,200906290430
1929,10014,200906290445
1987,10014,200906290500
1882,10014,200906290515
1977,10014,200906290530
2082,10014,200906290545
2189,10014,200906290600
2297,10014,200906290615
2368,10014,200906290630
2498,10014,200906290645
2615,10014,200906290700
2682,10014,200906290715
2810,10014,200906290730
2879,10014,200906290745
3004,10014,200906290800
2982,10014,200906290815
3028,10014,200906290830
-8000,44,200906290845
2929,10014,200906290900
3174,10014,200906290915
-8000,44,200906290930
-8000,44,200906290945
-8000,44,200906291000
-8000,44,200906291015
-8000,44,200906291030
-8000,44,200906291045
-8000,44,200906291100
-8000,44,200906291115
-8000,44,200906291130
-8000,44,200906291145
-8000,44,200906291200
-8000,44,200906291215
-8000,60,200906291230
-8000,60,200906291245
-8000,60,200906291300
-8000,60,200906291315
-8000,60,200906291330
-8000,60,200906291345
-8000,60,200906291400
-8000,60,200906291415
-8000,60,200906291430
-8000,60,200906291445
-8000,60,200906291500
-8000,60,200906291515
-8000,12,200906291530
-8000,60,200906291545
-8000,60,200906291600
-8000,60,200906291615
-8000,60,200906291630
-8000,60,200906291645
-8000,60,200906291700
-8000,60,200906291715
-8000,60,200906291730
-8000,60,200906291745
-8000,12,200906291800
-8000,60,200906291815
-8000,60,200906291830
-8000,60,200906291845
-8000,60,200906291900
-8000,44,200906291915
-8000,44,200906291930
-8000,44,200906291945
-8000,44,200906292000
-8000,44,200906292015
-8000,60,200906292030
-8000,44,200906292045
-8000,44,200906292100
-8000,44,200906292115
-8000,44,200906292130
-8000,44,200906292145
-8000,44,200906292200
-8000,44,200906292215
-8000,44,200906292230
-8000,44,200906292245
1905,10014,200906292300
1895,10014,200906292315
1836,10014,200906292330
1895,10014,200906292345
1837,10014,200906300000
1837,10014,200906300015
1777,10014,200906300030
1777,10014,200906300045
1826,10014,200906300100
1766,10014,200906300115
1711,10014,200906300130
1756,10014,200906300145
1791,10014,200906300200
1697,10014,200906300215
1791,10014,200906300230
1683,10014,200906300245
1791,10014,200906300300
1731,10014,200906300315
1697,10014,200906300330
1742,10014,200906300345
1756,10014,200906300400
1812,10014,200906300415
1885,10014,200906300430
1906,10014,200906300445
2011,10014,200906300500
2080,10014,200906300515
2126,10014,200906300530
2303,10014,200906300545
2289,10014,200906300600
2413,10014,200906300615
2461,10014,200906300630
2541,10014,200906300645
2685,10014,200906300700
2664,10014,200906300715
2764,10014,200906300730
2886,10014,200906300745
3072,10014,200906300800
3060,10014,200906300815
3238,10014,200906300830
3280,10014,200906300845
3448,10014,200906300900
3485,10014,200906300915
3574,10014,200906300930
3603,10014,200906300945
3658,10014,200906301000
3690,10014,200906301015
3745,10014,200906301030
3694,10014,200906301045
3485,10014,200906301100
-8000,44,200906301115
-8000,44,200906301130
3587,10014,200906301145
3931,10014,200906301200
3587,10014,200906301215
-8000,44,200906301230
-8000,60,200906301245
-8000,60,200906301300
-8000,60,200906301315
-8000,60,200906301330
-8000,44,200906301345
-8000,44,200906301400
-8000,44,200906301415
-8000,60,200906301430
-8000,44,200906301445
-8000,60,200906301500
-8000,60,200906301515
-8000,44,200906301530
-8000,60,200906301545
-8000,60,200906301600
-8000,60,200906301615
-8000,60,200906301630
-8000,60,200906301645
-8000,12,200906301700
-8000,60,200906301715
-8000,60,200906301730
-8000,44,200906301745
-8000,44,200906301800
-8000,44,200906301815
-8000,44,200906301830
-8000,44,200906301845
-8000,44,200906301900
-8000,44,200906301915
-8000,44,200906301930
-8000,44,200906301945
-8000,44,200906302000
-8000,44,200906302015
-8000,44,200906302030
-8000,44,200906302045
-8000,44,200906302100
-8000,44,200906302115
1654,10014,200906302130
1975,10014,200906302145
-8000,44,200906302200
1802,10014,200906302215
2070,10014,200906302230
1980,10014,200906302245
1934,10014,200906302300
1885,10014,200906302315
1846,10014,200906302330
1854,10014,200906302345
